Kingdom,Subkingdom,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,InfraOrder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Section,Subsection,Species,Subspecies,Variety,Subvariety,Form,Subform,comments,scientificName,taxon_author,nameType,usage,nameSource,url,Group,User
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Exotica,,,,murrayi,,,,,,"Source of name, Lamprell & Whitehead, 1992",Exotica murrayi,"(Smith, 1885)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Exotica,,,,obliquaria,,,,,,"Source of name, Lamprell & Whitehead, 1992",Exotica obliquaria,"(Deshayes, 1845)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Exotica,,,,tokubeii,,,,,,"Source of name, Okutani, 2000",Exotica tokubeii,"(Habe, 1961)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Exotica,,,,virgulata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Exotica virgulata,"(Hanley, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Fabulina,,,,minuta,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Fabulina minuta,"(Lischke, 1872)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Florimetis,,,,coarctata,,,,,,"Source of name, Oliver, 1992",Florimetis coarctata,"(Philippi, 1845)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Gastrana,,,,abildgaardiana,,,,,,"Source of name, Abbott & Dance, 1982",Gastrana abildgaardiana,"(Spengler, 1798)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Gastrana,,,,fragilis,,,,,,"Source of name, Kantor & Sysoev, 2005",Gastrana fragilis,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Heteromacoma,,,,irus,,,,,,"Source of name, Okutani, 2000",Heteromacoma irus,"(Hanley, 1845)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Homalina,,,,deltoidalis,,,,,,"Source of name, SBMNH historic",Homalina deltoidalis,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Jactellina,,,,clathrata,,,,,,"Source of name, Okutani, 2000",Jactellina clathrata,"(Deshayes, 1835)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Jactellina,,,,lauta,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Jactellina lauta,"(Gould, 1851)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Laciolina,,,,chloroleuca,,,,,,"Source of name, Okutani, 2000",Laciolina chloroleuca,"(Lamarck, 1818)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Laciolina,,,,magna,,,,,,"Source of name, Hartmann, 2006",Laciolina magna,"(Spengler, 1798)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Leporimetis,,,,intastriata,,,,,,"Source of name, Hartmann, 2006",Leporimetis intastriata,"(Say, 1827)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Leporimetis,,,,obesa,,,,,,"Source of name, Coan et al. 2000",Leporimetis obesa,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Loxoglypta,,,,obliquilineata,,,,,,"Source of name, Coan & Valentich-Scott, 2004 ms",Loxoglypta obliquilineata,"(Conrad, 1837)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Loxoglypta,,,,rhomboides,,,,,,"Source of name, Oliver, 1992",Loxoglypta rhomboides,"(Quoy & Gaimard, 1835)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Loxoglypta,,,,secunda,,,,,,"Source of name, Oliver, 1992",Loxoglypta secunda,"(Bertin, 1878)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Loxoglypta,,,,subpallida,,,,,,"Source of name, Oliver, 1992",Loxoglypta subpallida,"(Smith, 1891)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Loxoglypta,,,,transculpta,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Loxoglypta transculpta,"(Sowerby, 1915)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macalia,,,,bruguieri,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macalia bruguieri,"(Hanley, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,acolasta,,,,,,"Source of name, ITIS, 2000",Macoma acolasta,"Dall, 1921",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,albicans,,,,,,"Source of name, SBMNH historic",Macoma albicans,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,awajiensis,,,,,,"Source of name, Swennen et al, 2001",Macoma awajiensis,"(Sowerby III, 1914)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,balthica,,,,,,"Source of name, ITIS, 2000",Macoma balthica,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,balthica,,,,,,"Source of name, ITIS, 2000",Macoma balthica,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,balthica,,,,,,"Source of name, ITIS, 2000",Macoma balthica,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,baltica,,,,,,"Source of name, ITIS, 2000",Macoma baltica,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,brevifrons,,,,,,"Source of name, Hartmann, 2006",Macoma brevifrons,"(Say, 1834)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,brota,,,,,,"Source of name, ITIS, 2000",Macoma brota,"Dall, 1916",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,calcarea,,,,,,"Source of name, ITIS, 2000",Macoma calcarea,"(Gmelin, 1791)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,candida,,,,,,"Source of name, Swennen et al, 2001",Macoma candida,"(Lamarck, 1818)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,carlottensis,,,,,,"Source of name, Coan & Valentich-Scott, 2004 ms",Macoma carlottensis,"Whiteaves, 1880",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,cerina,,,,,,"Source of name, ITIS, 2000",Macoma cerina,"C. B. Adams, 1845",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,coani,,,,,,"Source of name, Kantor & Sysoev, 2005",Macoma coani,"Kafanov & Lutaenko, 1999",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,cognata,,,,,,"Source of name, Coan & Valentich-Scott ms, 2005",Macoma cognata,"(Pilsbry & Vanatta, 1902)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,consociata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Macoma consociata,"(Smith, 1885)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,constricta,,,,,,"Source of name, ITIS, 2000",Macoma constricta,"(Bruguiere, 1792)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,contaculata,,,,,,"Source of name, Okutani, 2000",Macoma contaculata,"(Deshayes, 1854)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,crassula,,,,,,"Source of name, ITIS, 2000",Macoma crassula,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,cumana,,,,,,"Source of name, Poppe & Goto, 1993",Macoma cumana,"(O.G. Costa, 1829)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,cuneipyga,,,,,,"Source of name, Kantor & Sysoev, 2005",Macoma cuneipyga,"(Scarlato, 1981)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,dexioptera,,,,,,"Source of name, ITIS, 2000",Macoma dexioptera,"Baxter, 1977",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,dispar,,,,,,"Source of name, Lamprell & Whitehead, 1992",Macoma dispar,"(Conrad, 1837)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,ecuadoriana,,,,,,"Source of name, Coan & Valentich Scott, 2003 ms",Macoma ecuadoriana,"Pilsbry & Olsson, 1941",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,elimata,,,,,,"Source of name, ITIS, 2000",Macoma elimata,"Dunnill and Coan, 1968",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,elytrum,,,,,,"Source of name, Coan & Valentich Scott, 2003 ms",Macoma elytrum,"Keen, 1958",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,expansa,,,,,,"Source of name, ITIS, 2000",Macoma expansa,"Carpenter, 1864",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,extenuata,,,,,,"Source of name, ITIS, 2000",Macoma extenuata,"Dall, 1900",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,fallax,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma fallax,"Bertin, 1878",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,galathaea,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma galathaea,"(Lamarck, 1818)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,golikovi,,,,,,"Source of name, Kantor & Sysoev, 2005",Macoma golikovi,"Scarlato & Kafanov, 1988",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,grandis,,,,,,"Source of name, Coan & Valentich Scott, 2003 ms",Macoma grandis,"(Hanley, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,gubernaculum,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma gubernaculum,Hanley,Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,hesperus,,,,,,"Source of name, Coan & Valentich-Scott, 2004 ms",Macoma hesperus,"Dall, 1908",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,hokkaidoensis,,,,,,"Source of name, Kantor & Sysoev, 2005",Macoma hokkaidoensis,"Amano & Lutaenko, 1999",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,incongrua,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma incongrua,"(Martens, 1865)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,inconspicua,,,,,,"Source of name, ITIS, 2000",Macoma inconspicua,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,indentata,,,,,,"Source of name, ITIS, 2000",Macoma indentata,"Carpenter, 1864",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,inflata,,,,,,"Source of name, ITIS, 2000",Macoma inflata,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,inquinata,,,,,,"Source of name, ITIS, 2000",Macoma inquinata,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,irus,,,,,,"Source of name, ITIS, 2000",Macoma irus,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lama,,,,,,"Source of name, ITIS, 2000",Macoma lama,"Bartsch, 1929",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lama,,,,,,"Source of name, ITIS, 2000",Macoma lama,"Bartsch, 1929",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lama,,,,,,"Source of name, ITIS, 2000",Macoma lama,"Bartsch, 1929",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lamproleuca,,,,,,"Source of name, Keen, 1971",Macoma lamproleuca,"(Pilsbry & Lowe, 1932)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,leptonoidea,,,,,,"Source of name, ITIS, 2000",Macoma leptonoidea,"Dall, 1895",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,limula,,,,,,"Source of name, ITIS, 2000",Macoma limula,"Dall, 1895",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lipara,,,,,,"Source of name, ITIS, 2000",Macoma lipara,"Dall, 1916",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,loveni,,,,,,"Source of name, ITIS, 2000",Macoma loveni,"(A. S. Jensen, 1905)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,lucerna,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma lucerna,"(Hanley, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,mazatlantica,,,,,,"Source of name, Coan & Valentich Scott, 2003 ms",Macoma mazatlantica,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,medioamericana,,,,,,"Source of name, ITIS, 2000",Macoma medioamericana,"Olsson, 1942",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,melo,,,,,,"Source of name, Poppe & Goto, 1993",Macoma melo,"(Sowerby, 1866)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,middendorffi,,,,,,"Source of name, ITIS, 2000",Macoma middendorffi,"Dall, 1884",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,mitchelli,,,,,,"Source of name, ITIS, 2000",Macoma mitchelli,"Dall, 1895",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,moesta,,,,,,"Source of name, ITIS, 2000",Macoma moesta,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,moesta,,,,,,"Source of name, ITIS, 2000",Macoma moesta,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,moesta,,,,,,"Source of name, ITIS, 2000",Macoma moesta,"(Deshayes, 1855)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,nasuta,,,,,,"Source of name, ITIS, 2000",Macoma nasuta,"(Conrad, 1837)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,nipponica,,,,,,"Source of name, Kantor & Sysoev, 2005",Macoma nipponica,"(Tokunaga, 1906)`",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,obliqua,,,,,,"Source of name, ITIS, 2000",Macoma obliqua,"(J. Sowerby, 1817)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,obliquilineata,,,,,,"Source of name, Keen, 1971",Macoma obliquilineata,"(Conrad, 1837)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,panamensis,,,,,,"Source of name, Coan & Valentich Scott, 2003 ms",Macoma panamensis,"Dall, 1900",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,phenax,,,,,,"Source of name, ITIS, 2000",Macoma phenax,"Dall, 1900",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,praetexta,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Macoma praetexta,"Martens, 1865",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,pseudomera,,,,,,"Source of name, ITIS, 2000",Macoma pseudomera,"Dall and Simpson, 1901",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Euheterodonta,,,,Tellinoidea,Tellinidae,,,,Macoma,,,,pulleyi,,,,,,"Source of name, ITIS, 2000",Macoma pulleyi,"Boyer, 1969",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
