Kingdom,Subkingdom,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,InfraOrder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Section,Subsection,Species,Subspecies,Variety,Subvariety,Form,Subform,comments,scientificName,taxon_author,nameType,usage,nameSource,url,Group,User
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,acuticostata,,,,,,"Source of name, ITIS, 2000",Astarte acuticostata,"(Jeffreys, 1869)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,195641,195640
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,arctica,,,,,,"Source of name, Coan et al. 2000",Astarte arctica,"(J. E. Gray, 1824)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,borealis,,,,,,"Source of name, Coan et al. 2000",Astarte borealis,"(Schumacher, 1817)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,castanea,,,,,,"Source of name, ITIS, 2000",Astarte castanea,"(Say, 1822)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,compacta,,,,,,"Source of name, Coan et al. 2000",Astarte compacta,"Carpenter, 1864",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,crebricostata,,,,,,"Source of name, ITIS, 2000",Astarte crebricostata,"(Da Costa, 1778)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,crenata,,,,,,"Source of name, Coan et al. 2000",Astarte crenata,"(J. E. Gray, 1824)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,derjugini,,,,,,"Source of name, Kantor & Sysoev, 2005",Astarte derjugini,"(Filatova, 1957)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,elliptica,,,,,,"Source of name, Coan et al. 2000",Astarte elliptica,"(T. Brown, 1827)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,esquimalti,,,,,,"Source of name, Coan et al. 2000",Astarte esquimalti,"(Baird, 1863)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,fusca,,,,,,"Source of name, SBMNH historic",Astarte fusca,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,globula,,,,,,"Source of name, ITIS, 2000",Astarte globula,"Dall, 1886",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,hakodatensis,,,,,,"Source of name, Okutani, 2000",Astarte hakodatensis,"Yokoyama, 1920",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,inaequilatera,,,,,,"Source of name, Kantor & Sysoev, 2005",Astarte inaequilatera,"(Filatova, in Scarlato, 1981)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,inequilatera,,,,,,"Source of name, Kantor & Syosev, 2005",Astarte inequilatera,"(Filatova in Scarlato, 1981)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,ioani,,,,,,"Source of name, Scarlato, 1981",Astarte ioani,"Filatova, 1957",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,liogona,,,,,,"Source of name, ITIS, 2000",Astarte liogona,"Dall, 1903",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,montagui,,,,,,"Source of name, Coan et al. 2000",Astarte montagui,"(Dillwyn, 1817)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,nana,,,,,,"Source of name, ITIS, 2000",Astarte nana,"Dall, 1886",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,quadrans,,,,,,"Source of name, ITIS, 2000",Astarte quadrans,"Gould, 1841",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,smithii,,,,,,"Source of name, ITIS, 2000",Astarte smithii,"Dall, 1886",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,sp.,,,,,,"Source of name, SBMNH historic",Astarte sp.,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,sulcata,,,,,,"Source of name, Kantor & Sysoev, 2005",Astarte sulcata,"(Da Costa, 1778)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,triangularis,,,,,,"Source of name, Tebble, 1966",Astarte triangularis,(Montagu),Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,undata,,,,,,"Source of name, ITIS, 2000",Astarte undata,"Gould, 1841",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,vernicosa,,,,,,"Source of name, Coan et al. 2000",Astarte vernicosa,"Dall, 1903",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Astarte,,,,zenkevitchi,,,,,,"Source of name, Kantor & Sysoev, 2005",Astarte zenkevitchi,"(Filatova, 1957)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Digitaria,,,,digitaria,,,,,,"Source of name, ITIS, 2000",Digitaria digitaria,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Goodallia,,,,macandrewi,,,,,,"Source of name, Poppe & Goto, 1993",Goodallia macandrewi,"(Smith, 1881)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Goodallia,,,,pusilla,,,,,,"Source of name, Poppe & Goto, 1993",Goodallia pusilla,"(Forbes, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Astartidae,,,,Goodallia,,,,triangularis,,,,,,"Source of name, ITIS, 2000",Goodallia triangularis,"(Montagu, 1803)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Beguina,,,,gubernaculum,,,,,,"Source of name, Oliver, 1992",Beguina gubernaculum,"(Reeve, 1844)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Beguina,,,,semiorbiculata,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Beguina semiorbiculata,"Linnaeus, 1758",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardiocardita,,,,raouli,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardiocardita raouli,"(Angas, 1872)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,Cyclocardia,,,montereyensis,,,,,,"Source of name, original literature",Cardita (Cyclocardia) montereyensis,"Smith & Gordon, 1948",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,ajar,,,,,,"Source of name, Abbott and Dance, 1982",Cardita ajar,"Bruguière, 1792",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,aoteana,,,,,,"Source of name, Powell, 1979",Cardita aoteana,"Finlay, 1927",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,aviculina,,,,,,"Source of name, Coan & Valentich Scott, ms 2003",Cardita aviculina,"Lamarck, 1819",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,bailyi,,,,,,"Source of name, original literature",Cardita bailyi,"Burch, 1944",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,bicolor,,,,,,"Source of name, SBMNH historic",Cardita bicolor,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,borealis,,,,,,"Source of name, ITIS, 2000",Cardita borealis,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,brookesi,,,,,,"Source of name, Powell, 1979",Cardita brookesi,"Finlay, 1927",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,calyculata,,,,,,"Source of name, Poppe & Goto, 1993",Cardita calyculata,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,crassicosta,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Cardita crassicosta,"(Lamarck, 1819)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,crassicostata,,,,,,"Source of name, Abbott and Dance, 1982",Cardita crassicostata,"(Sowerby, 1825)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,excavata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardita excavata,"Deshayes, 1854",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,finchi,,,,,,"Source of name, Oliver, 1992",Cardita finchi,"(Melvill, 1898)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,hilli,,,,,,"Source of name, original literature",Cardita hilli,"Willett, 1944",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,incrassata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardita incrassata,"Sowerby, 1825",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,kyushuensis,,,,,,"Source of name, Okutani, 2000",Cardita kyushuensis,"(Okutani, 1973)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,laticostata,,,,,,"Source of name, Abbott and Dance, 1982",Cardita laticostata,"Sowerby, 1833",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,leana,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Cardita leana,"Dunker, 1860",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,marmorea,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardita marmorea,"Reeve, 1843",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,montereyensis,,,,,,"Source of name, original literature",Cardita montereyensis,Smith & Gordon,Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,muricata,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardita muricata,"Sowerby, 1832",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,nodulosa,,,,,,"Source of name, Okutani, 2000",Cardita nodulosa,"Lamarck, 1819",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,preissii,,,,,,"Source of name, Lamprell & Whitehead, 1992",Cardita preissii,"Meke, 1843",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,senegalensis,,,,,,"Source of name, Abbott and Dance, 1982",Cardita senegalensis,"Reeve, 1843",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,sp.,,,,,,"Source of name, SBMNH historic",Cardita sp. nov. ?,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,spurca,,,,,,"Source of name, ITIS, 2000",Cardita spurca,"Sowerby, 1833",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,spurca,,,,,,"Source of name, ITIS, 2000",Cardita spurca,"Sowerby, 1833",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,tankervillei,,,,,,"Source of name, Abbott and Dance, 1982",Cardita tankervillei,"(Wood, 1828)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,thaanumi,,,,,,"Source of name, Kay, 1979",Cardita thaanumi,"(Dall, Bartsch & Rehder, 1938)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,umnaka,,,,,,"Source of name, original literature",Cardita umnaka,"Willett, 1932",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,varia,,,,,,"Source of name, Abbott and Dance, 1982",Cardita varia,"(Broderip, 1832)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,variegata,,,,,,"Source of name, Hylleberg & Kilburn, 2003",Cardita variegata,"Bruguière, 1789",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardita,,,,ventricosa,,,,,,"Source of name, ITIS, 2000",Cardita ventricosa,,Manuscript name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Carditamera,,,,affinis,,,,,,"Source of name, Coan and Valentich Scott, 2003 ms",Carditamera affinis,"(Sowerby, 1833)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Carditamera,,,,floridana,,,,,,"Source of name, Hartmann, 2006",Carditamera floridana,"Conrad, 1838",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Carditamera,,,,gracilis,,,,,,"Source of name, ITIS, 2000",Carditamera gracilis,"(Shuttleworth, 1856)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Carditamera,,,,radiata,,,,,,"Source of name, Coan and Valentich Scott, 2003 ms",Carditamera radiata,"(G.B. Sowerby I, 1833)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,akabana,,,,,,"Source of name, Oliver, 1992",Cardites akabana,"(Sturany, 1899)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,antiquata,,,,,,"Source of name, Poppe & Goto, 1993",Cardites antiquata,"(Linnaeus, 1758)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,crassicostata,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Cardites crassicostata,"(Sowerby, 1825)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,grayi,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Cardites grayi,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,laticostata,,,,,,"Source of name, Coan & Valentich-Scott, 2003 ms",Cardites laticostata,"(Sowerby, 1833)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cardites,,,,rufa,,,,,,"Source of name, Oliver, 1992",Cardites rufa,"(Laborde & Deshayes, 1843)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Choniocardia,,,,elegantula,,,,,,"Source of name, Lamprell & Healy, 1998",Choniocardia elegantula,"Tate & May, 1901",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Choniocardia,,,,infans,,,,,,"Source of name, Lamprell & Healy, 1998",Choniocardia infans,"E.A. Smith, 1885",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Crassicardia,,,,crassidens,,,,,,"Source of name, ITIS, 2000",Crassicardia crassidens,"(Broderip and Sowerby, 1829)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,armilla,,,,,,"Source of name, ITIS, 2000",Cyclocardia armilla,"(Dall, 1903)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,astartoides,,,,,,"Source of name, Forcelli, 2000",Cyclocardia astartoides,"von Martens, 1888",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,bailyi,,,,,,"Source of name, Coan et al. 2000",Cyclocardia bailyi,"(J. Q. Burch, 1944)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,barbarensis,,,,,,"Source of name, Coan et al. 2000",Cyclocardia barbarensis,"(Stearns, 1890)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,beebei,,,,,,"Source of name, ITIS, 2000",Cyclocardia beebei,"(Hertlein, 1958)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,borealis,,,,,,"Source of name, ITIS, 2000",Cyclocardia borealis,"(Conrad, 1831)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,calva,,,,,,"Source of name, Lamprell & Healy, 1998",Cyclocardia calva,"(Tate, 1887)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
Animalia,,Mollusca,,,Bivalvia,Heterodonta,,Archiheterodonta,,,,Crassatelloidea,Carditidae,,,,Cyclocardia,,,,crassidens,,,,,,"Source of name, Coan et al. 2000",Cyclocardia crassidens,"(Broderip and G. B. Sowerby I, 1829)",Regular scientific name,not public,SBMNH,http://sbcollections.org/iz/search_advanced.php,,
